id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,persentase_penduduk,satuan,tahun
158,32,JAWA BARAT,3201,KABUPATEN BOGOR,8.83,PERSEN,2016
159,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,8.13,PERSEN,2016
160,32,JAWA BARAT,3203,KABUPATEN CIANJUR,11.62,PERSEN,2016
161,32,JAWA BARAT,3204,KABUPATEN BANDUNG,7.61,PERSEN,2016
162,32,JAWA BARAT,3205,KABUPATEN GARUT,11.64,PERSEN,2016
163,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,11.24,PERSEN,2016
164,32,JAWA BARAT,3207,KABUPATEN CIAMIS,8.42,PERSEN,2016
165,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,13.59,PERSEN,2016
166,32,JAWA BARAT,3209,KABUPATEN CIREBON,13.49,PERSEN,2016
167,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,12.85,PERSEN,2016
168,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,10.57,PERSEN,2016
169,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,13.95,PERSEN,2016
170,32,JAWA BARAT,3213,KABUPATEN SUBANG,11.05,PERSEN,2016
171,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,8.98,PERSEN,2016
172,32,JAWA BARAT,3215,KABUPATEN KARAWANG,10.07,PERSEN,2016
173,32,JAWA BARAT,3216,KABUPATEN BEKASI,4.92,PERSEN,2016
174,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,11.71,PERSEN,2016
175,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,10.23,PERSEN,2016
176,32,JAWA BARAT,3271,KOTA BOGOR,7.29,PERSEN,2016
177,32,JAWA BARAT,3272,KOTA SUKABUMI,8.59,PERSEN,2016
178,32,JAWA BARAT,3273,KOTA BANDUNG,4.32,PERSEN,2016
179,32,JAWA BARAT,3274,KOTA CIREBON,9.73,PERSEN,2016
180,32,JAWA BARAT,3275,KOTA BEKASI,5.06,PERSEN,2016
181,32,JAWA BARAT,3276,KOTA DEPOK,2.34,PERSEN,2016
182,32,JAWA BARAT,3277,KOTA CIMAHI,5.92,PERSEN,2016
183,32,JAWA BARAT,3278,KOTA TASIKMALAYA,15.6,PERSEN,2016
184,32,JAWA BARAT,3279,KOTA BANJAR,7.01,PERSEN,2016
185,32,JAWA BARAT,3201,KABUPATEN BOGOR,8.57,PERSEN,2017
186,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,8.04,PERSEN,2017
187,32,JAWA BARAT,3203,KABUPATEN CIANJUR,11.41,PERSEN,2017
188,32,JAWA BARAT,3204,KABUPATEN BANDUNG,7.36,PERSEN,2017
189,32,JAWA BARAT,3205,KABUPATEN GARUT,11.27,PERSEN,2017
190,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,10.84,PERSEN,2017
191,32,JAWA BARAT,3207,KABUPATEN CIAMIS,8.2,PERSEN,2017
192,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,13.27,PERSEN,2017
193,32,JAWA BARAT,3209,KABUPATEN CIREBON,12.97,PERSEN,2017
194,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,12.6,PERSEN,2017
195,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,10.53,PERSEN,2017
196,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,13.67,PERSEN,2017
197,32,JAWA BARAT,3213,KABUPATEN SUBANG,10.77,PERSEN,2017
198,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,9.06,PERSEN,2017
199,32,JAWA BARAT,3215,KABUPATEN KARAWANG,10.25,PERSEN,2017
200,32,JAWA BARAT,3216,KABUPATEN BEKASI,4.73,PERSEN,2017
201,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,11.49,PERSEN,2017
202,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,10.0,PERSEN,2017
203,32,JAWA BARAT,3271,KOTA BOGOR,7.11,PERSEN,2017
204,32,JAWA BARAT,3272,KOTA SUKABUMI,8.48,PERSEN,2017
205,32,JAWA BARAT,3273,KOTA BANDUNG,4.17,PERSEN,2017
206,32,JAWA BARAT,3274,KOTA CIREBON,9.66,PERSEN,2017
207,32,JAWA BARAT,3275,KOTA BEKASI,4.79,PERSEN,2017
208,32,JAWA BARAT,3276,KOTA DEPOK,2.34,PERSEN,2017
209,32,JAWA BARAT,3277,KOTA CIMAHI,5.76,PERSEN,2017
210,32,JAWA BARAT,3278,KOTA TASIKMALAYA,14.8,PERSEN,2017
211,32,JAWA BARAT,3279,KOTA BANJAR,7.06,PERSEN,2017
212,32,JAWA BARAT,3201,KABUPATEN BOGOR,7.14,PERSEN,2018
213,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,6.76,PERSEN,2018
214,32,JAWA BARAT,3203,KABUPATEN CIANJUR,9.81,PERSEN,2018
215,32,JAWA BARAT,3204,KABUPATEN BANDUNG,6.65,PERSEN,2018
216,32,JAWA BARAT,3205,KABUPATEN GARUT,9.27,PERSEN,2018
217,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,9.85,PERSEN,2018
218,32,JAWA BARAT,3207,KABUPATEN CIAMIS,7.22,PERSEN,2018
219,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,12.22,PERSEN,2018
220,32,JAWA BARAT,3209,KABUPATEN CIREBON,10.7,PERSEN,2018
221,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,10.79,PERSEN,2018
222,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,9.76,PERSEN,2018
223,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,11.89,PERSEN,2018
224,32,JAWA BARAT,3213,KABUPATEN SUBANG,8.67,PERSEN,2018
225,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,7.99,PERSEN,2018
226,32,JAWA BARAT,3215,KABUPATEN KARAWANG,8.06,PERSEN,2018
227,32,JAWA BARAT,3216,KABUPATEN BEKASI,4.37,PERSEN,2018
228,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,10.06,PERSEN,2018
229,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,8.12,PERSEN,2018
230,32,JAWA BARAT,3271,KOTA BOGOR,5.93,PERSEN,2018
231,32,JAWA BARAT,3272,KOTA SUKABUMI,7.12,PERSEN,2018
232,32,JAWA BARAT,3273,KOTA BANDUNG,3.57,PERSEN,2018
233,32,JAWA BARAT,3274,KOTA CIREBON,8.88,PERSEN,2018
234,32,JAWA BARAT,3275,KOTA BEKASI,4.11,PERSEN,2018
235,32,JAWA BARAT,3276,KOTA DEPOK,2.14,PERSEN,2018
236,32,JAWA BARAT,3277,KOTA CIMAHI,4.94,PERSEN,2018
237,32,JAWA BARAT,3278,KOTA TASIKMALAYA,12.71,PERSEN,2018
238,32,JAWA BARAT,3279,KOTA BANJAR,5.7,PERSEN,2018
239,32,JAWA BARAT,3201,KABUPATEN BOGOR,6.66,PERSEN,2019
240,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,6.22,PERSEN,2019
241,32,JAWA BARAT,3203,KABUPATEN CIANJUR,9.15,PERSEN,2019
242,32,JAWA BARAT,3204,KABUPATEN BANDUNG,5.94,PERSEN,2019
243,32,JAWA BARAT,3205,KABUPATEN GARUT,8.98,PERSEN,2019
244,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,9.12,PERSEN,2019
245,32,JAWA BARAT,3207,KABUPATEN CIAMIS,6.65,PERSEN,2019
246,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,11.41,PERSEN,2019
247,32,JAWA BARAT,3209,KABUPATEN CIREBON,9.94,PERSEN,2019
248,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,10.06,PERSEN,2019
249,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,9.05,PERSEN,2019
250,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,11.11,PERSEN,2019
251,32,JAWA BARAT,3213,KABUPATEN SUBANG,8.12,PERSEN,2019
252,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,7.48,PERSEN,2019
253,32,JAWA BARAT,3215,KABUPATEN KARAWANG,7.39,PERSEN,2019
254,32,JAWA BARAT,3216,KABUPATEN BEKASI,4.01,PERSEN,2019
255,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,9.38,PERSEN,2019
256,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,7.71,PERSEN,2019
257,32,JAWA BARAT,3271,KOTA BOGOR,5.77,PERSEN,2019
258,32,JAWA BARAT,3272,KOTA SUKABUMI,6.67,PERSEN,2019
259,32,JAWA BARAT,3273,KOTA BANDUNG,3.38,PERSEN,2019
260,32,JAWA BARAT,3274,KOTA CIREBON,8.41,PERSEN,2019
261,32,JAWA BARAT,3275,KOTA BEKASI,3.81,PERSEN,2019
262,32,JAWA BARAT,3276,KOTA DEPOK,2.07,PERSEN,2019
263,32,JAWA BARAT,3277,KOTA CIMAHI,4.39,PERSEN,2019
264,32,JAWA BARAT,3278,KOTA TASIKMALAYA,11.6,PERSEN,2019
265,32,JAWA BARAT,3279,KOTA BANJAR,5.5,PERSEN,2019
266,32,JAWA BARAT,3201,KABUPATEN BOGOR,7.69,PERSEN,2020
267,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,7.09,PERSEN,2020
268,32,JAWA BARAT,3203,KABUPATEN CIANJUR,10.36,PERSEN,2020
269,32,JAWA BARAT,3204,KABUPATEN BANDUNG,6.91,PERSEN,2020
270,32,JAWA BARAT,3205,KABUPATEN GARUT,9.98,PERSEN,2020
271,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,10.34,PERSEN,2020
272,32,JAWA BARAT,3207,KABUPATEN CIAMIS,7.62,PERSEN,2020
273,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,12.82,PERSEN,2020
274,32,JAWA BARAT,3209,KABUPATEN CIREBON,11.24,PERSEN,2020
275,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,11.43,PERSEN,2020
276,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,10.26,PERSEN,2020
277,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,12.7,PERSEN,2020
278,32,JAWA BARAT,3213,KABUPATEN SUBANG,9.31,PERSEN,2020
279,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,8.27,PERSEN,2020
280,32,JAWA BARAT,3215,KABUPATEN KARAWANG,8.26,PERSEN,2020
281,32,JAWA BARAT,3216,KABUPATEN BEKASI,4.82,PERSEN,2020
282,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,10.49,PERSEN,2020
283,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,8.99,PERSEN,2020
284,32,JAWA BARAT,3271,KOTA BOGOR,6.68,PERSEN,2020
285,32,JAWA BARAT,3272,KOTA SUKABUMI,7.7,PERSEN,2020
286,32,JAWA BARAT,3273,KOTA BANDUNG,3.99,PERSEN,2020
287,32,JAWA BARAT,3274,KOTA CIREBON,9.52,PERSEN,2020
288,32,JAWA BARAT,3275,KOTA BEKASI,4.38,PERSEN,2020
289,32,JAWA BARAT,3276,KOTA DEPOK,2.45,PERSEN,2020
290,32,JAWA BARAT,3277,KOTA CIMAHI,5.11,PERSEN,2020
291,32,JAWA BARAT,3278,KOTA TASIKMALAYA,12.97,PERSEN,2020
292,32,JAWA BARAT,3279,KOTA BANJAR,6.09,PERSEN,2020
293,32,JAWA BARAT,3201,KABUPATEN BOGOR,8.13,PERSEN,2021
294,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,7.7,PERSEN,2021
295,32,JAWA BARAT,3203,KABUPATEN CIANJUR,11.18,PERSEN,2021
296,32,JAWA BARAT,3204,KABUPATEN BANDUNG,7.15,PERSEN,2021
297,32,JAWA BARAT,3205,KABUPATEN GARUT,10.65,PERSEN,2021
